CaseID,ActivityID,CompleteTimestamp,time
32,8,2011-04-27 20:46:13,"0,3333799"
32,6,2011-04-28 16:18:08,"0,0000000"
35,1,2012-01-18 17:15:30,"0,0259203"
35,6,2012-01-18 18:46:37,"0,0000000"
36,1,2011-06-29 18:06:48,"0,4584537"
36,8,2011-06-30 20:58:23,"1,9555697"
36,6,2011-07-05 15:32:43,"0,0000000"
37,1,2011-02-10 20:13:07,"0,0001233"
37,8,2011-02-10 20:13:33,"0,0701181"
37,6,2011-02-11 00:20:02,"8,1598360"
37,6,2011-03-02 22:23:58,"0,0000427"
37,8,2011-03-02 22:24:07,"0,0352037"
37,9,2011-03-03 00:27:52,"0,7197099"
37,8,2011-03-04 18:37:50,"0,0000237"
37,6,2011-03-04 18:37:55,"0,0000000"
38,1,2012-03-20 16:57:45,"0,0001422"
38,8,2012-03-20 16:58:15,"0,0058839"
38,6,2012-03-20 17:18:56,"0,0000000"
40,1,2012-08-09 20:13:03,"0,0001233"
40,8,2012-08-09 20:13:29,"0,0092501"
40,6,2012-08-09 20:46:00,"0,0000000"
41,1,2010-12-14 19:44:26,"0,0001470"
41,8,2010-12-14 19:44:57,"0,0000711"
41,6,2010-12-14 19:45:12,"0,0000000"
42,1,2011-06-16 20:23:39,"0,0078041"
42,8,2011-06-16 20:51:05,"0,0138729"
42,6,2011-06-16 21:39:51,"0,0000000"
43,1,2012-04-10 16:56:32,"0,0087950"
43,8,2012-04-10 17:27:27,"0,0244695"
43,6,2012-04-10 18:53:28,"0,0000000"
44,1,2010-11-30 01:09:19,"0,0030344"
44,8,2010-11-30 01:19:59,"0,0002465"
44,6,2010-11-30 01:20:51,"0,0000000"
45,1,2012-01-20 23:08:14,"2,0078418"
45,8,2012-01-25 20:46:19,"15,1381940"
45,6,2012-03-02 19:40:59,"0,0000000"
47,1,2011-05-25 17:48:18,"0,0001185"
47,8,2011-05-25 17:48:43,"2,1380646"
47,6,2011-05-30 23:04:34,"0,0000000"
48,3,2010-12-01 22:42:59,"0,4166313"
48,1,2010-12-02 23:07:33,"0,0000379"
48,8,2010-12-02 23:07:41,"0,0002465"
48,6,2010-12-02 23:08:33,"0,0000000"
49,1,2011-11-25 23:33:54,"0,0039542"
49,8,2011-11-25 23:47:48,"1,6385092"
49,9,2011-11-29 23:47:35,"1,2569108"
49,6,2011-12-03 01:25:57,"0,0000000"
50,1,2012-01-16 19:53:01,"0,0019439"
50,8,2012-01-16 19:59:51,"0,0961665"
50,6,2012-01-17 01:37:54,"0,0000047"
50,6,2012-01-17 01:37:55,"0,0000000"
51,1,2012-06-13 21:55:36,"0,2934350"
51,8,2012-06-14 15:07:06,"0,4123025"
51,9,2012-06-15 15:16:27,"7,0050654"
51,6,2012-07-02 17:41:04,"0,0000000"
52,1,2012-07-26 23:18:26,"0,0000427"
52,8,2012-07-26 23:18:35,"0,3322325"
52,6,2012-07-27 18:46:28,"0,0000000"
53,1,2010-10-14 21:53:13,"0,3952436"
53,8,2010-10-15 21:02:36,"5,3624268"
53,9,2010-10-28 23:12:55,"0,0000000"
53,9,2010-10-28 23:12:55,"0,3837840"
53,8,2010-10-29 21:42:01,"2,3913414"
53,6,2010-11-04 17:48:12,"0,0000000"
55,1,2011-10-26 23:51:42,"2,0559938"
55,8,2011-11-01 00:19:03,"2,7553640"
55,9,2011-11-07 17:44:52,"5,7283173"
55,6,2011-11-21 17:21:23,"0,0000000"
56,1,2012-01-30 20:32:58,"0,0001185"
56,6,2012-01-30 20:33:23,"0,0000000"
57,1,2010-10-29 17:39:23,"1,7457701"
57,8,2010-11-02 23:56:13,"0,0121945"
57,6,2010-11-03 00:39:05,"0,0000000"
59,1,2012-03-28 20:28:37,"0,0000474"
59,8,2012-03-28 20:28:47,"0,0523906"
59,6,2012-03-28 23:32:57,"0,0000000"
59,6,2012-03-28 23:32:57,"0,0000000"
60,1,2011-04-06 23:35:49,"0,0000711"
60,8,2011-04-06 23:36:04,"0,4111551"
60,9,2011-04-07 23:41:23,"2,3406100"
60,8,2011-04-13 16:49:14,"0,0000379"
60,6,2011-04-13 16:49:22,"0,0000000"
61,1,2011-09-16 15:04:39,"0,0038546"
61,8,2011-09-16 15:18:12,"0,1327261"
61,6,2011-09-16 23:04:46,"0,0000000"
62,1,2012-05-28 23:16:47,"0,0004741"
62,6,2012-05-28 23:18:27,"0,0000000"
64,1,2011-04-14 23:54:28,"0,0000853"
64,1,2011-04-14 23:54:46,"0,3204743"
64,9,2011-04-15 18:41:19,"4,9125120"
64,8,2011-04-27 18:30:04,"0,0000427"
64,9,2011-04-27 18:30:13,"3,6731293"
64,8,2011-05-06 17:42:13,"0,0000711"
64,6,2011-05-06 17:42:28,"0,0000000"
66,1,2012-06-26 16:46:53,"0,0002181"
66,8,2012-06-26 16:47:39,"0,0734844"
66,6,2012-06-26 21:05:58,"0,0000000"
67,1,2010-12-31 00:03:15,"4,8067255"
67,8,2011-01-11 17:40:08,"0,8719605"
67,6,2011-01-13 20:45:18,"0,0000000"
68,1,2012-04-11 22:09:22,"0,0001090"
68,8,2012-04-11 22:09:45,"0,3475894"
68,6,2012-04-12 18:31:37,"0,0000000"
70,1,2011-06-07 15:34:53,"0,0000996"
70,8,2011-06-07 15:35:14,"12,7187605"
70,9,2011-07-08 16:44:58,"1,6088811"
70,6,2011-07-12 15:00:36,"0,0000000"
71,1,2011-11-02 17:20:14,"0,0001280"
71,8,2011-11-02 17:20:41,"0,0253182"
71,6,2011-11-02 18:49:41,"0,0000000"
72,1,2011-01-25 22:15:31,"0,0001280"
72,8,2011-01-25 22:15:58,"8,1680290"
72,6,2011-02-14 20:48:42,"0,0000000"
73,1,2012-07-31 19:01:15,"0,0002228"
73,6,2012-07-31 19:02:02,"0,0000000"
74,6,2012-02-10 20:42:26,"0,0000000"
75,1,2010-03-12 00:15:54,"17,4692550"
75,1,2010-04-23 15:44:51,"0,0000379"
75,8,2010-04-23 15:44:59,"0,0000237"
75,6,2010-04-23 15:45:04,"0,0000000"
76,1,2012-01-11 00:01:36,"0,0160823"
76,6,2012-01-11 00:58:08,"0,0000000"
78,1,2011-11-08 18:18:10,"0,0012564"
78,8,2011-11-08 18:22:35,"11,1828520"
78,6,2011-12-06 01:33:12,"0,0000000"
80,1,2012-08-02 17:22:58,"0,4577994"
80,8,2012-08-03 20:12:15,"2,8338030"
80,6,2012-08-10 18:13:48,"0,0000000"
81,1,2010-02-09 17:31:47,"0,0009720"
81,8,2010-02-09 17:35:12,"0,0000664"
81,9,2010-02-09 17:35:26,"0,0002892"
81,9,2010-02-09 17:36:27,"4,0950660"
81,8,2010-02-19 17:31:40,"0,0000948"
81,6,2010-02-19 17:32:00,"0,0000000"
84,1,2010-12-10 18:15:54,"0,0001090"
84,8,2010-12-10 18:16:17,"0,0000806"
84,6,2010-12-10 18:16:34,"0,0000000"
85,1,2011-02-25 02:01:50,"0,0005452"
85,8,2011-02-25 02:03:45,"3,1572260"
85,6,2011-03-04 19:02:13,"0,0000000"
86,1,2012-06-13 00:12:48,"1,0795081"
86,8,2012-06-15 15:27:33,"0,0436146"
86,9,2012-06-15 18:00:52,"1,2235705"
86,6,2012-06-18 17:42:02,"0,0000000"
87,1,2011-11-14 23:35:55,"1,2694893"
87,8,2011-11-18 01:58:30,"0,0001565"
87,9,2011-11-18 01:59:03,"3,1494315"
87,6,2011-11-25 18:30:07,"1,3030240"
87,8,2011-11-28 22:50:35,"0,0023943"
87,9,2011-11-28 22:59:00,"3,6817489"
87,6,2011-12-07 22:41:18,"0,0000000"
88,1,2010-09-24 15:57:49,"0,0984375"
88,1,2010-09-24 21:43:51,"0,0002892"
88,9,2010-09-24 21:44:52,"4,0463690"
88,8,2010-10-04 18:48:54,"0,0000664"
88,6,2010-10-04 18:49:08,"0,0000000"
90,1,2010-03-16 16:59:03,"0,4275646"
90,8,2010-03-17 18:02:03,"0,0135979"
90,6,2010-03-17 18:49:51,"0,0000000"
91,1,2011-05-24 20:51:35,"0,0001517"
91,8,2011-05-24 20:52:07,"0,0125358"
91,6,2011-05-24 21:36:11,"0,0000000"
92,1,2010-03-09 19:09:33,"0,0000522"
92,8,2010-03-09 19:09:44,"3,6748931"
92,6,2010-03-18 18:27:56,"0,0000000"
93,1,2012-07-25 15:02:54,"2,0926387"
93,8,2012-07-30 17:39:04,"1,3242410"
93,6,2012-08-02 23:14:07,"0,0000000"
94,1,2012-02-08 17:33:56,"0,0000569"
94,8,2012-02-08 17:34:08,"0,0001233"
94,6,2012-02-08 17:34:34,"0,0000000"
95,1,2011-09-26 18:27:14,"1,2878995"
95,8,2011-09-29 21:54:32,"0,3285249"
95,6,2011-09-30 17:09:23,"0,0000000"
96,1,2012-02-28 01:31:32,"0,2791971"
96,8,2012-02-28 17:52:59,"0,4017438"
96,6,2012-02-29 17:25:13,"0,0000047"
96,6,2012-02-29 17:25:14,"0,0000000"
98,1,2012-07-05 20:16:51,"0,0010810"
98,8,2012-07-05 20:20:39,"1,6558526"
98,6,2012-07-09 21:21:24,"0,0000000"
99,1,2011-05-11 18:16:32,"0,0003935"
99,8,2011-05-11 18:17:55,"2,0185049"
99,6,2011-05-16 16:33:29,"0,0000000"
101,3,2010-06-18 21:47:15,"0,0088187"
101,1,2010-06-18 22:18:15,"4,3915780"
101,8,2010-06-29 15:35:47,"0,0163098"
101,6,2010-06-29 16:33:07,"0,0000000"
102,1,2012-01-30 18:09:29,"0,0001328"
102,8,2012-01-30 18:09:57,"0,3931859"
102,6,2012-01-31 17:12:06,"0,0000000"
103,1,2010-06-07 15:30:54,"0,0051964"
103,1,2010-06-07 15:49:10,"0,1273211"
103,8,2010-06-07 23:16:44,"0,3302033"
103,9,2010-06-08 18:37:29,"0,3529186"
103,8,2010-06-09 15:18:05,"0,0001090"
103,2,2010-06-09 15:18:28,"2,9029584"
103,6,2010-06-16 17:23:07,"0,0000000"
104,1,2011-01-27 17:34:59,"0,0164094"
104,8,2011-01-27 18:32:40,"0,0004931"
104,6,2011-01-27 18:34:24,"0,0000000"
108,1,2011-01-12 20:28:16,"4,8796315"
108,8,2011-01-24 18:21:26,"0,7997183"
108,6,2011-01-26 17:12:39,"0,0000000"
109,1,2010-09-24 23:35:31,"1,1197706"
109,8,2010-09-27 17:11:48,"0,3982305"
109,9,2010-09-28 16:31:41,"16,8300320"
109,8,2010-11-08 18:33:36,"0,0000996"
109,6,2010-11-08 18:33:57,"0,0000000"
110,1,2010-12-16 18:33:24,"0,0019961"
110,8,2010-12-16 18:40:25,"0,1059429"
110,6,2010-12-17 00:52:50,"0,0000000"
111,1,2010-06-29 22:00:48,"0,0215157"
111,8,2010-06-29 23:16:26,"0,2869301"
111,6,2010-06-30 16:05:04,"0,1063743"
111,8,2010-06-30 22:19:00,"0,3189097"
111,9,2010-07-01 17:00:03,"0,4970473"
111,8,2010-07-02 22:07:18,"0,0004457"
111,6,2010-07-02 22:08:52,"0,0000000"
112,1,2011-10-06 15:50:55,"0,5157136"
112,8,2011-10-07 22:03:47,"2,8790910"
112,6,2011-10-14 22:44:32,"0,0000000"
113,3,2010-05-06 23:51:48,"7,2801040"
113,1,2010-05-24 18:23:15,"0,4680026"
113,8,2010-05-25 21:48:24,"0,0065619"
113,6,2010-05-25 22:11:28,"0,0000000"
116,1,2011-04-08 21:02:03,"0,0001659"
116,8,2011-04-08 21:02:38,"0,0012896"
116,6,2011-04-08 21:07:10,"0,0000000"
117,1,2012-07-19 18:59:25,"0,3727037"
117,8,2012-07-20 16:49:34,"0,1008982"
117,6,2012-07-20 22:44:15,"0,0000000"
118,1,2011-03-07 20:02:24,"0,0000806"
118,8,2011-03-07 20:02:41,"0,0374558"
118,6,2011-03-07 22:14:21,"0,0000000"
119,1,2011-12-05 23:22:17,"0,0104260"
119,8,2011-12-05 23:58:56,"3,1813116"
119,6,2011-12-13 18:22:04,"0,0000000"
120,1,2012-04-24 22:07:03,"5,6798240"
120,8,2012-05-08 18:53:06,"0,0279923"
120,9,2012-05-08 20:31:30,"0,0264419"
120,6,2012-05-08 22:04:27,"0,0000000"
121,1,2011-02-09 22:28:58,"0,0148116"
121,8,2011-02-09 23:21:02,"0,0002086"
121,6,2011-02-09 23:21:46,"0,0000000"
122,1,2011-02-15 00:23:08,"0,3398422"
122,8,2011-02-15 20:17:46,"0,0099613"
122,6,2011-02-15 20:52:47,"0,0000000"
123,1,2011-05-06 15:33:07,"0,0001517"
123,8,2011-05-06 15:33:39,"0,0916528"
123,9,2011-05-06 20:55:50,"2,4720466"
123,8,2011-05-12 21:45:43,"0,0000522"
123,6,2011-05-12 21:45:54,"0,0000000"
124,1,2012-06-07 23:31:32,"0,2605261"
124,8,2012-06-08 14:47:21,"0,0000427"
124,6,2012-06-08 14:47:30,"0,0000000"
125,1,2010-08-19 17:48:49,"0,0002845"
125,8,2010-08-19 17:49:49,"0,0049593"
125,9,2010-08-19 18:07:15,"10,2092340"
125,8,2010-09-13 16:15:21,"0,0097575"
125,6,2010-09-13 16:49:39,"0,0000000"
126,1,2012-07-25 23:34:31,"13,4824550"
126,1,2012-08-27 21:28:50,"0,0140103"
126,6,2012-08-27 22:18:05,"0,0000000"
127,1,2010-03-12 18:28:49,"0,0000522"
127,8,2010-03-12 18:29:00,"0,0024038"
127,6,2010-03-12 18:37:27,"0,0000000"
128,1,2011-11-28 17:10:27,"0,0274612"
128,6,2011-11-28 18:46:59,"0,0000000"
128,6,2011-11-28 18:46:59,"0,0000000"
130,3,2010-04-08 16:58:03,"0,0008629"
130,1,2010-04-08 17:01:05,"0,0000284"
130,8,2010-04-08 17:01:11,"0,0000379"
130,6,2010-04-08 17:01:19,"0,0000000"
132,1,2012-06-21 20:50:46,"0,0111703"
132,8,2012-06-21 21:30:02,"0,0176658"
132,9,2012-06-21 22:32:08,"1,5963026"
132,6,2012-06-25 20:03:33,"0,0000000"
133,1,2011-01-26 20:24:58,"0,0099471"
133,1,2011-01-26 20:59:56,"0,0000332"
133,8,2011-01-26 21:00:03,"0,8617384"
133,6,2011-01-28 23:29:17,"0,0000000"
134,1,2011-04-19 22:42:45,"0,0007586"
134,8,2011-04-19 22:45:25,"0,0000806"
134,6,2011-04-19 22:45:42,"0,0000000"
135,1,2011-02-08 20:57:41,"0,0000948"
135,8,2011-02-08 20:58:01,"0,7593988"
135,9,2011-02-10 17:27:30,"1,6993581"
135,8,2011-02-14 21:01:11,"0,0005121"
135,6,2011-02-14 21:02:59,"6,9251328"
135,8,2011-03-03 18:46:37,"0,0736409"
135,6,2011-03-03 23:05:29,"0,0000000"
136,1,2012-06-06 22:48:56,"0,3671992"
136,8,2012-06-07 20:19:44,"0,3225225"
136,6,2012-06-08 15:13:29,"0,0000000"
137,1,2011-08-05 21:00:13,"2,4153461"
137,8,2011-08-11 18:30:47,"0,4642997"
137,9,2011-08-12 21:42:55,"2,8455090"
137,6,2011-08-19 20:25:37,"0,0000000"
138,1,2012-03-02 18:13:46,"0,0000474"
138,8,2012-03-02 18:13:56,"0,0057227"
138,6,2012-03-02 18:34:03,"0,0000000"
139,1,2010-04-19 15:44:31,"0,0258350"
139,8,2010-04-19 17:15:20,"0,0030581"
139,6,2010-04-19 17:26:05,"0,0000000"
141,1,2011-01-12 19:39:32,"0,0001138"
141,8,2011-01-12 19:39:56,"0,0029870"
141,9,2011-01-12 19:50:26,"0,0049546"
141,8,2011-01-12 20:07:51,"0,0076002"
141,9,2011-01-12 20:34:34,"5,6982055"
141,8,2011-01-26 18:25:14,"0,0002371"
141,6,2011-01-26 18:26:04,"0,0000000"
142,1,2012-03-07 20:00:05,"0,4590037"
142,8,2012-03-08 22:53:36,"0,4252366"
142,6,2012-03-09 23:48:25,"0,0000000"
146,1,2010-10-05 22:55:27,"0,0039020"
146,8,2010-10-05 23:09:10,"0,0001375"
146,6,2010-10-05 23:09:39,"0,0000000"
148,1,2012-01-09 20:19:35,"0,0838772"
148,8,2012-01-10 01:14:26,"0,0001280"
148,6,2012-01-10 01:14:53,"0,0000000"
148,6,2012-01-10 01:14:53,"0,0000000"
149,1,2011-02-09 23:35:27,"0,0116350"
149,8,2011-02-10 00:16:21,"0,0023848"
149,6,2011-02-10 00:24:44,"0,0000000"
150,3,2011-05-18 16:39:41,"0,0000379"
150,1,2011-05-18 16:39:49,"0,0005073"
150,8,2011-05-18 16:41:36,"2,1618040"
150,9,2011-05-23 23:20:54,"1,1022375"
150,8,2011-05-26 15:55:33,"0,0001280"
150,6,2011-05-26 15:56:00,"0,0000000"
151,1,2010-02-10 19:25:33,"0,0022995"
151,8,2010-02-10 19:33:38,"0,0000522"
151,6,2010-02-10 19:33:49,"0,0000000"
152,1,2012-05-18 20:08:58,"2,4213438"
152,8,2012-05-24 18:00:37,"0,3788199"
152,6,2012-05-25 16:12:16,"0,0000000"
153,1,2012-07-02 15:35:06,"0,0584452"
153,8,2012-07-02 19:00:33,"0,0002655"
153,6,2012-07-02 19:01:29,"0,0000000"
155,1,2010-12-15 01:19:51,"1,1337714"
155,8,2010-12-17 19:45:21,"2,5377269"
155,9,2010-12-24 00:26:07,"10,5793350"
155,8,2011-01-18 20:15:13,"0,0000759"
155,6,2011-01-18 20:15:29,"0,0000000"
157,1,2011-05-24 15:13:23,"3,0122297"
157,8,2011-05-31 23:42:09,"2,3659330"
157,6,2011-06-06 18:19:01,"0,0000000"
158,1,2010-09-20 23:57:01,"0,2698521"
158,8,2010-09-21 15:45:37,"0,0023279"
158,6,2010-09-21 15:53:48,"0,0000000"
159,1,2011-09-21 15:12:16,"0,0098049"
159,8,2011-09-21 15:46:44,"2,5528040"
159,6,2011-09-27 21:20:30,"0,0000000"
160,1,2011-02-25 19:55:02,"0,0431595"
160,8,2011-02-25 22:26:45,"0,0004978"
160,6,2011-02-25 22:28:30,"0,0000000"
161,1,2010-08-10 15:16:09,"0,8754500"
161,8,2010-08-12 18:33:35,"0,3559055"
161,6,2010-08-13 15:24:41,"0,0000000"
162,1,2011-10-04 23:47:43,"1,1895142"
162,1,2011-10-07 21:29:10,"0,0002371"
162,6,2011-10-07 21:30:00,"0,0000000"
163,1,2010-10-15 16:27:20,"4,9723700"
163,8,2010-10-27 19:46:30,"0,0000284"
163,6,2010-10-27 19:46:36,"0,0000000"
164,1,2010-09-28 20:44:01,"0,0008013"
164,8,2010-09-28 20:46:50,"0,0217054"
164,6,2010-09-28 22:03:08,"0,0000000"
165,1,2012-01-14 01:36:23,"0,0001233"
165,6,2012-01-14 01:36:49,"0,0000000"
166,1,2010-02-11 17:48:50,"5,0544314"
166,8,2010-02-24 01:56:28,"0,0000379"
166,6,2010-02-24 01:56:36,"0,0000000"
167,1,2011-11-23 23:43:38,"0,7421028"
167,8,2011-11-25 19:12:19,"0,0651398"
167,9,2011-11-25 23:01:18,"1,1503279"
167,6,2011-11-28 18:25:00,"0,0000095"
167,6,2011-11-28 18:25:02,"0,0000000"
168,1,2012-01-09 19:01:47,"0,0223834"
168,8,2012-01-09 20:20:28,"0,0002892"
168,6,2012-01-09 20:21:29,"0,0000000"
170,1,2012-05-02 23:54:51,"0,2720426"
170,8,2012-05-03 15:51:09,"0,0029016"
170,9,2012-05-03 16:01:21,"5,7308110"
170,8,2012-05-17 15:46:38,"0,0001659"
170,9,2012-05-17 15:47:13,"0,4016016"
170,6,2012-05-18 15:18:57,"0,0000000"
171,1,2011-08-29 22:12:48,"0,3348307"
171,1,2011-08-30 17:49:49,"0,0047697"
171,8,2011-08-30 18:06:35,"0,3664500"
171,6,2011-08-31 15:34:45,"0,0000000"
172,1,2010-09-17 00:02:20,"2,0143230"
172,8,2010-09-21 22:03:12,"2,3912039"
172,6,2010-09-27 18:08:54,"0,0000000"
173,1,2010-11-15 18:15:12,"0,0000711"
173,1,2010-11-15 18:15:27,"0,4729571"
173,8,2010-11-16 21:58:01,"0,0009151"
173,6,2010-11-16 22:01:14,"0,0000000"
174,1,2011-10-24 18:22:28,"4,2061863"
174,8,2011-11-04 00:48:18,"0,4199643"
174,9,2011-11-05 01:24:35,"2,0130193"
174,6,2011-11-09 23:20:52,"0,0000000"
175,1,2010-10-05 15:46:59,"0,0036128"
175,8,2010-10-05 15:59:41,"0,0001754"
175,6,2010-10-05 16:00:18,"0,0000000"
176,1,2012-07-17 18:44:26,"0,0001043"
176,8,2012-07-17 18:44:48,"0,4513940"
176,6,2012-07-18 21:11:34,"0,0000000"
177,1,2012-01-18 17:12:04,"0,0027878"
177,8,2012-01-18 17:21:52,"0,0228101"
177,6,2012-01-18 18:42:03,"0,0000000"
178,1,2012-02-22 23:49:43,"0,0000427"
178,8,2012-02-22 23:49:52,"2,7784443"
178,6,2012-02-29 18:36:49,"0,0000000"
179,1,2012-04-11 21:30:07,"0,3412361"
179,8,2012-04-12 17:29:39,"0,0591706"
179,6,2012-04-12 20:57:39,"0,0000000"
180,1,2011-10-06 18:23:22,"0,0638265"
180,8,2011-10-06 22:07:44,"0,0067610"
180,6,2011-10-06 22:31:30,"0,0000000"
181,1,2011-09-29 17:51:55,"0,4672203"
181,6,2011-09-30 21:14:19,"0,0000000"
182,1,2010-05-20 16:31:32,"1,6794639"
182,8,2010-05-24 18:55:17,"0,0013275"
182,6,2010-05-24 18:59:57,"0,0000000"
183,3,2010-05-19 23:08:49,"0,2858870"
183,1,2010-05-20 15:53:47,"1,6278081"
183,8,2010-05-24 15:15:57,"0,0006258"
183,6,2010-05-24 15:18:09,"0,0000000"
185,1,2010-11-02 22:49:59,"0,4142844"
185,8,2010-11-03 23:06:18,"0,0001565"
185,9,2010-11-03 23:06:51,"6,0721990"
185,8,2010-11-18 18:52:12,"0,0000284"
185,6,2010-11-18 18:52:18,"0,0000000"
186,1,2012-07-13 16:20:00,"0,0869542"
186,8,2012-07-13 21:25:40,"0,0064007"
186,9,2012-07-13 21:48:10,"1,9336936"
186,6,2012-07-18 15:05:36,"0,0000000"
187,1,2010-10-25 21:14:08,"0,8230120"
187,8,2010-10-27 21:27:14,"0,0006448"
187,6,2010-10-27 21:29:30,"0,0000000"
188,1,2012-01-09 22:58:58,"0,0000522"
188,8,2012-01-09 22:59:09,"0,3254004"
188,6,2012-01-10 18:03:01,"0,0000000"
189,1,2010-02-02 22:49:13,"0,0042766"
189,1,2010-02-02 23:04:15,"0,4161477"
189,8,2010-02-03 23:27:07,"0,0000427"
189,6,2010-02-03 23:27:16,"0,0000000"
190,1,2011-02-22 00:36:25,"0,0193537"
190,8,2011-02-22 01:44:27,"4,0571313"
190,6,2011-03-03 23:26:19,"0,0000000"
194,1,2012-02-08 20:28:03,"0,8023449"
194,8,2012-02-10 19:28:30,"9,8492420"
194,6,2012-03-05 20:31:08,"0,0000000"
195,1,2010-09-21 18:53:00,"0,7942848"
195,8,2010-09-23 17:25:07,"1,6512582"
195,9,2010-09-27 18:09:43,"0,7671270"
195,8,2010-09-29 15:06:22,"0,0166560"
195,9,2010-09-29 16:04:55,"0,0752908"
195,8,2010-09-29 20:29:35,"0,0000569"
195,6,2010-09-29 20:29:47,"0,0000000"
196,1,2011-11-16 19:45:30,"0,4568796"
196,8,2011-11-17 22:31:33,"0,0001707"
196,6,2011-11-17 22:32:09,"0,0000000"
197,1,2012-06-01 16:18:57,"1,2225037"
197,8,2012-06-04 15:56:22,"0,0313443"
197,6,2012-06-04 17:46:33,"0,0000000"
197,6,2012-06-04 17:46:33,"0,0000000"
198,1,2011-04-28 21:46:15,"0,0001470"
198,8,2011-04-28 21:46:46,"4,5393624"
198,6,2011-05-09 23:43:48,"0,0000000"
199,8,2011-12-14 00:45:50,"0,3190756"
199,6,2011-12-14 19:27:28,"0,0000000"
200,1,2012-04-12 22:59:24,"0,4118142"
200,8,2012-04-13 23:07:02,"1,2041740"
200,6,2012-04-16 21:40:01,"0,0000000"
201,1,2011-08-22 15:06:31,"0,0363985"
201,8,2011-08-22 17:14:28,"0,0049309"
201,6,2011-08-22 17:31:48,"0,0000000"
203,1,2010-06-11 18:18:02,"0,0354550"
203,8,2010-06-11 20:22:40,"1,9747053"
203,6,2010-06-16 16:04:16,"0,0000000"
204,1,2011-11-01 00:30:39,"0,0000522"
204,8,2011-11-01 00:30:50,"0,7880928"
204,6,2011-11-02 22:41:11,"0,0000000"
205,1,2010-12-07 20:10:52,"0,8218030"
